dur_n_voiced_frames,dur_speaking_rate_proxy,dur_total_sec,dur_voiced_sec,energy_mean,energy_range,energy_std,envmod_bandwidth,envmod_centroid,envmod_dominant_freq,envmod_entropy,envmod_high_rate_energy,envmod_low_rate_energy,error,f008_aperiodicity_spectral_slope_mean,f008_high_band_periodicity_mean,f008_high_band_periodicity_std,f008_low_band_periodicity_mean,f008_low_band_periodicity_std,f008_mid_band_periodicity_mean,f008_mid_band_periodicity_std,f008_mvf_mean,f008_mvf_std,f008_n_voiced_frames,f008_voiced_to_aperiodic_transition_rate,f009_cross_harmonic_coherence_mean,f009_h2_phase_circular_variance,f009_h2_phase_resultant_length,f009_h3_phase_circular_variance,f009_h3_phase_resultant_length,f009_h4_phase_circular_variance,f009_h4_phase_resultant_length,f009_h5_phase_circular_variance,f009_h5_phase_resultant_length,f009_mean_phase_coherence,f009_temporal_phase_instability,f010_h1_modulation_bandwidth,f010_h1_modulation_centroid,f010_h1_modulation_dominant_freq,f010_h1_modulation_entropy,f010_h1_modulation_high_rate_energy,f010_h1_modulation_low_rate_energy,f010_h2_modulation_bandwidth,f010_h2_modulation_centroid,f010_h2_modulation_dominant_freq,f010_h2_modulation_entropy,f010_h2_modulation_high_rate_energy,f010_h2_modulation_low_rate_energy,f010_h3_modulation_bandwidth,f010_h3_modulation_centroid,f010_h3_modulation_dominant_freq,f010_h3_modulation_entropy,f010_h3_modulation_high_rate_energy,f010_h3_modulation_low_rate_energy,f010_h4_modulation_bandwidth,f010_h4_modulation_centroid,f010_h4_modulation_dominant_freq,f010_h4_modulation_entropy,f010_h4_modulation_high_rate_energy,f010_h4_modulation_low_rate_energy,f010_h5_modulation_bandwidth,f010_h5_modulation_centroid,f010_h5_modulation_dominant_freq,f010_h5_modulation_entropy,f010_h5_modulation_high_rate_energy,f010_h5_modulation_low_rate_energy,f010_inter_harmonic_modulation_coherence,f010_modulation_dominant_freq_mean,f010_modulation_low_rate_ratio_mean,f0dyn_deriv_energy,f0dyn_mean,f0dyn_range,f0dyn_std,situation,wav_id
26,8.961268364137695,2.901375,1.6640000000000015,0.002477538728266397,0.01059368315341139,0.002867214954502504,2.7152783965622067,2.1683845745121624,0.3460207612456747,3.8579197553873326,0.027901575928568043,0.1887658396452359,,0.1069165158668998,0.1978340021960042,0.15958025063185124,0.7575753763859597,0.415899081676456,0.4928283455724541,0.29955428808953694,3033.6348684210525,1982.545057889933,190,0.3333333333333333,0.4985248550279286,0.8103665900297207,0.1896334099702793,0.9312753805035701,0.06872461949642994,0.8791247677373386,0.12087523226266143,0.9339125795400054,0.06608742045999465,0.11133017054734134,0.24229968731216317,3.579700388190757,2.0931374539901895,0.6993006993006987,3.5556966989547005,0.004471103334826309,0.03594794083532105,5.383026358592175,3.779972380143916,0.6993006993006987,4.298570106974956,0.0052393980950194196,0.019802838821049426,5.997882515265638,5.033026934848351,0.6993006993006987,4.854133230842393,0.0018534152827043766,0.005102939324647625,5.235268895256471,6.237258427082183,0.34965034965034936,5.282425422661743,0.00362084865358526,0.003917935718805443,3.3914929704688435,3.2951028567806615,2.4475524475524457,4.5286689188149705,0.0015426497298132408,0.00734857319611519,0.3273733080688147,0.9790209790209783,0.7519850696622865,40.01115431499141,198.7575209836276,253.2539212592103,75.13296135195019,angry,5f6b6bc2111dfd48d40fcfff
52,15.827721340790625,3.285375,3.328000000000003,0.03294776632459791,0.14846500644520916,0.041814392963535944,2.7042192315816385,1.7562222990188283,0.3058103975535168,3.503197132850392,3.756847226074947,32.88237771159722,,0.13401631207930756,0.1304177510148986,0.07480969903104179,0.8785653883276986,0.3027590684624047,0.46040938506459567,0.1757052394929395,2657.646648044693,997.8184743324865,179,0.08426966292134831,0.38475731606332453,0.7430775041604771,0.25692249583952287,0.9286976123326082,0.07130238766739183,0.8955391933143666,0.10446080668563344,0.8804546826514188,0.1195453173485812,0.13805775188528235,0.22284002242904755,3.5741388769105513,2.2632466563517837,0.30769230769230743,3.519638521299542,2.1603847681774346,8.07010421544974,3.5259048105872703,2.0761787849971927,0.30769230769230743,3.6220877132710285,1.297295234988304,9.822308529776983,4.093926934511648,3.059783223530637,0.9230769230769222,4.321245400026131,1.9487305779455306,6.8469467192485505,4.572538916417943,4.113858099029858,0.9230769230769222,4.829548988266707,5.289357255855488,11.92954514768679,4.151808459821522,3.8023639271894174,1.2307692307692297,4.927525159028154,2.3766446973006468,8.894482130809042,0.60503251437314,0.7384615384615378,0.7865122792269903,30.95139195925904,94.76293919917141,74.33055012971812,26.490634475490573,angry,5e392189ee8206179943d2f9
46,15.85455172116669,2.901375,2.9440000000000026,0.04952947088422581,0.1941621645926102,0.04540852628277446,3.1416941953380095,3.2891955237936195,1.7301038062283736,4.147904760053887,3.558062504365997,23.977132907074584,,0.13181513288522956,0.16797607854110966,0.11687083274803031,0.8878865816808936,0.2921065509709071,0.5061823862423711,0.2090451298935996,3060.97412109375,1316.0985238904532,256,0.23529411764705882,0.4949436211886607,0.7627616678450213,0.23723833215497864,0.8903235137647902,0.10967648623520981,0.8292186703930201,0.1707813296069799,0.933151957729799,0.06684804227020101,0.14613604756684234,0.2300756669039396,4.200300349183648,3.343252670109442,1.7482517482517468,4.305368137125984,7.038825049935472,45.569784620264976,6.115534652336052,4.068821129652799,0.34965034965034936,4.61036844971712,2.1266650253637978,6.169649272775249,5.9997751790075275,3.371139434228885,0.6993006993006987,4.001988802855518,1.0111103879014374,5.077957225430206,6.872900230668794,4.810156291888082,0.34965034965034936,4.641850162469932,0.41665308067530293,1.0975384077317578,6.084468214245951,4.403392130137716,0.34965034965034936,4.537943380861122,0.32385033759103093,0.992756925408813,0.3559030309058774,0.6993006993006986,0.784534647640842,41.775898487578324,230.72762390194455,266.3857631030082,60.26427488063252,angry,5f7919bf9e04b149046cc157
34,6.274582175111593,5.4186875,2.176000000000002,0.00030671772433407034,0.0018286806776496407,0.0004514004142720613,2.636467589608899,1.649468463081189,0.18518518518518517,4.224313927165487,0.0016596136684662293,0.017954119974207348,,0.1189049327051986,0.13127762757115216,0.10122987864372357,0.7887472290113634,0.3918099718203641,0.4295701240535985,0.23288172046417108,2544.1080729166665,1426.59793033081,192,0.18324607329842932,0.3870002681571794,0.5770453763001128,0.42295462369988723,0.9240445512423321,0.07595544875766785,0.8328985931090123,0.1671014068909877,0.9413385748049191,0.05866142519508091,0.1811682261359059,0.21241451525554678,3.0147877101645415,1.885114056265884,0.7462686567164173,4.224945134847378,0.0008363517225333679,0.007598629316007032,3.7271310379638805,2.3431035031596212,0.18656716417910432,4.778143030346684,0.001359870952587752,0.006912293305624641,5.126602371796318,3.607584760367868,0.9328358208955216,5.28847623928274,0.0012303405924966753,0.0029896788500115047,4.993049261363973,4.396929045530644,0.18656716417910432,5.70560228526523,0.0012146346544713777,0.002240932195871097,5.145689586451197,3.576408236816211,0.5597014925373129,5.254047895883791,0.000760044951578919,0.002851048533017695,0.5373032567180932,0.522388059701492,0.7765863244416948,15.099996858739045,108.37786117822276,49.95745576577605,12.179543313592331,angry,5fb48bfe44697678c497aa7a
51,9.055397727272728,5.632,3.264000000000003,0.0014158146952657582,0.0062199254319669425,0.0014027177104919831,3.113663030908328,2.009579276651775,0.5338078291814947,4.559599823718899,0.010879889781448182,0.1284575832257481,,0.1381870314058145,0.1907445043580814,0.10541880993236323,0.9383082530629157,0.20788873348360284,0.5528621514688659,0.16885648933199418,3242.1418128654973,1110.8095163058215,342,0.22580645161290322,0.43117633178824966,0.9725917805840972,0.02740821941590277,0.9390102164721004,0.06098978352789966,0.9612312513898076,0.03876874861019238,0.9497859398508568,0.05021406014914318,0.0443452029257845,0.21224280004891036,5.417574398867243,3.0277625425804087,0.7117437722419923,4.679448265078867,0.01651971134679888,0.08790015066537683,6.657548120744672,3.838837578953199,0.35587188612099613,5.139691648813967,0.010275167136746172,0.045420670220995274,8.479925444177361,5.187417952639573,0.5338078291814942,5.456851426201256,0.00947266981172651,0.031444665719488785,2.545664424712627,1.0031803800445556,0.35587188612099613,3.4204624797678016,0.004636119455708138,0.18553927011675425,5.9430578861014025,3.2863482828047985,0.35587188612099613,4.868686951121097,0.00487011043198914,0.02241445383140654,0.3121821763831564,0.462633451957295,0.8445858570614717,33.36109760066058,238.97677890044875,201.42698943063658,48.4906924761428,angry,5f616a5a3bd6941613f6d515
91,14.124540418885752,6.4426875,5.824000000000005,0.01855538001665214,0.10372959883594886,0.02228898647726107,3.703744262454174,2.8543912509224114,0.4665629860031104,5.134107822723614,10.528477135242943,34.47576958363769,,0.13509477468247902,0.12162476755639001,0.06962856518555008,0.880365966101921,0.3000360210425175,0.44967622746363406,0.16866544334625017,2652.442893401015,983.2862153615572,394,0.0737913486005089,0.4810892874444127,0.8354983858106658,0.16450161418933415,0.9185882279085877,0.08141177209141225,0.9545353916625573,0.04546460833744267,0.9693131901111564,0.03068680988884362,0.08051620112675817,0.24378226308005424,3.143043371127494,2.430628890511065,0.46948356807511693,4.9013662783584735,6.493236808005442,39.317382766752715,4.729913508955853,3.8011659972856866,0.9389671361502339,5.541613620129488,5.694991313438599,14.9930179706687,5.614072724115158,5.091517777389293,0.9389671361502339,6.19794736312091,5.81275897931102,7.918361382007066,5.450708272823612,4.7305127694558085,0.46948356807511693,5.945365686178965,2.651075337771958,4.844121002857248,4.850780019718515,4.628130534860977,0.46948356807511693,5.865234796140411,2.684695613874928,3.9846124219191013,0.5811244856959906,0.6572769953051637,0.6806807708061099,33.12594759426295,96.07129266550943,75.13768379557115,22.26107168647248,angry,5e2d419b5807b852d9e02587
26,11.948529411764705,2.176,1.6640000000000015,0.015674409411206656,0.053906884585483913,0.016326574113079455,2.519861326122737,2.0460838318675427,0.4629629629629629,3.092062537207678,0.13996484072430138,1.5066609335172687,,0.151301897841384,0.12994534826097,0.05179624037556782,0.9824607261358188,0.0014117395699795047,0.49473579256717276,0.06713760243667774,2901.829769736842,282.5002920313691,152,0.052980132450331126,0.41328842957103396,0.7560191145675277,0.24398088543247234,0.8609571288651918,0.1390428711348082,0.784892721619772,0.21510727838022803,0.7977989309505783,0.2022010690494217,0.20008302599923258,0.2067929615080778,3.0003679293511603,2.2417064319455613,0.4629629629629626,3.1630013550634257,0.28446971872320787,2.9034662437019665,4.156660901977487,2.1162839076325373,0.4629629629629626,2.8311376191785196,0.015278541873301995,0.10110398475047004,4.92657240703501,4.464326401970445,0.4629629629629626,4.283713734414129,0.02440843634556553,0.05105921580853792,5.12278531693291,4.0468373913305,0.4629629629629626,4.159245145973547,0.01347399281366181,0.035377634571491026,6.1895098866150855,4.068404626765105,0.4629629629629626,4.272754202932663,0.01004015382317884,0.027166375021540852,0.6181878518787898,0.46296296296296263,0.7820790323117033,11.425560306121689,186.35472197271383,63.1405721401033,18.149209710489924,angry,5f63801f3bd6941613f6d74a
67,13.654833326964473,4.9066875,4.288000000000004,0.0335282195414029,0.15417692714585113,0.0367313406035905,4.030633761844668,2.916180856406818,0.40899795501022496,4.503757314521282,10.336654327412463,60.03768502484671,,0.14578221004450784,0.13279090953315983,0.07961490643293706,0.9516204803451036,0.17185483903658738,0.48594033936532854,0.12988702586620338,2915.748355263158,747.3150337442194,380,0.1503957783641161,0.4335234859541819,0.826503994539508,0.17349600546049207,0.8756668282028521,0.12433317179714781,0.9283431539454418,0.07165684605455826,0.9571661368574886,0.0428338631425114,0.10307997161367739,0.2276408709533596,3.4416296744719745,2.390577329883013,0.4123711340206182,4.247426141616784,10.859544414888651,95.51307915447642,7.650531536567554,6.962713673812255,0.2061855670103091,6.1571925091358395,13.258350067787891,16.60699092409103,5.586486521500507,3.9594585119875974,0.2061855670103091,5.408951510398835,1.2446531710245423,4.921287194575937,6.622188851500715,3.9110249303146754,0.2061855670103091,4.924492095219217,0.22311882063514976,0.7445726968172944,5.999122393346165,3.4135849915488277,0.2061855670103091,4.6994688566539,0.049304872485013605,0.17379943595638847,0.46576304954231385,0.24742268041237087,0.7601100811970659,71.34901774568864,237.61116928778569,390.30867793106023,111.33470493303902,angry,5f7916fc9e04b149046cc147
52,15.827721340790625,3.285375,3.328000000000003,0.01278418222318134,0.04245837796862073,0.009919978783645311,4.8524580426038915,2.9504355301247447,0.3058103975535168,3.779283583020659,0.5656475061551498,1.8095161253067018,,0.14400501618131165,0.10726161433318157,0.05582092201517752,0.9266901678542495,0.22643044935290138,0.44595820613034265,0.1271361931282975,2703.7852112676055,698.2343440739087,142,0.05673758865248227,0.4534086217031726,0.8421348417414368,0.15786515825856318,0.9389195588026114,0.06108044119738861,0.9681006767692095,0.03189932323079053,0.9656013623036535,0.03439863769634652,0.07131089009577221,0.22747825153958692,8.413170929034587,4.520241083363874,0.30769230769230743,4.184581928418092,1.1891973781557028,3.115415320503316,8.146523457585554,6.161455717578921,0.30769230769230743,5.404487815295409,0.541437296871562,0.7114979912597839,9.237787972819394,9.738435382306296,4.615384615384611,6.0034793888783335,0.05908615840300441,0.028799952195347502,13.438983408634057,14.131275298973593,9.846153846153838,6.2780599617642405,0.024878972192100238,0.010846393030033537,9.62145953913848,8.730465751105303,4.615384615384611,5.808725625811203,0.009493296817099154,0.009371537501057771,0.2542152376809229,3.938461538461535,0.48393553851800997,57.12109747149516,135.20723527067364,210.4604045334168,77.68071445445852,angry,5e369904dbc4b7182a6a9495
99,12.212139668637777,8.1066875,6.336000000000006,0.005622623110844306,0.027707577964288837,0.005374284540097537,3.1583262413737314,2.3275735797133463,0.24721878862793573,5.115665607794991,0.5523433086984939,2.706351686520999,,0.12676400080888633,0.23266357543378638,0.15703143252348012,0.8983017787837747,0.2804134511192048,0.5794850521363395,0.23733723791490577,3632.459170854271,1692.9381461285318,597,0.2550335570469799,0.43905048346950654,0.8225054693012745,0.1774945306987255,0.9192218062455793,0.0807781937544207,0.893284140927451,0.10671585907254894,0.9312936584684243,0.0687063415315757,0.1084237312643177,0.2174832321089908,5.3907364833998725,3.1100279729390574,0.2484472049689494,5.318391820084454,0.3552742073673585,1.6089977202761077,5.8101021600264,3.819989262054223,0.2484472049689494,5.42714869090251,0.2469496614571166,0.6467367883272234,4.884982392096994,4.032440173191538,0.2484472049689494,6.018320331553248,0.15721402396510387,0.31053597620174306,4.978295275818879,3.5107033178535043,0.4968944099378988,5.7005386327621075,0.25028762536969645,0.6686112744858774,4.922087251293047,3.729844628070573,0.4968944099378988,5.511124989878956,0.27377132171197355,0.6708867683616261,0.35846185943940767,0.34782608695652917,0.7289020467858863,43.82583162425545,225.79989970290728,315.66228094586256,78.66606973068981,angry,5e49013ef2fe7a3b1d544dbc
