wav_id,situation,partial_roughness_mean,partial_roughness_std,avg_n_peaks,n_valid_frames
5e258fd1305bcf3ad153a6a4,angry,0.007531916999485893,0.00709774772241352,9.97979797979798,99
5e258fe2305bcf3ad153a6a5,angry,0.00656323547787226,0.006274851905019605,10.474226804123711,97
5e25902f305bcf3ad153a6a9,angry,0.010614065816807771,0.0097166023082654,11.072164948453608,97
5e27fb575807b852d9e01595,angry,0.009226601818181294,0.005381872765947626,8.362745098039216,102
5e258ff5305bcf3ad153a6a6,angry,0.00837469242777185,0.006024299561870453,11.631067961165048,103
5e2841675807b852d9e0161e,angry,0.010246492184058894,0.008645414698128736,8.768595041322314,121
5e2846c55807b852d9e0164e,angry,0.008709278384682276,0.007655190786748842,7.867924528301887,53
5e2846b45807b852d9e0164d,angry,0.01002408922359628,0.00895645476116338,8.467289719626168,107
5e2841be5807b852d9e01622,angry,0.011598820969060822,0.011730878583134622,9.305970149253731,134
5e28482c5807b852d9e01659,angry,0.008930550834639055,0.0072442140597667,8.962962962962964,108
5e28483f5807b852d9e0165a,angry,0.008718559979238396,0.007510159292344188,8.990196078431373,102
5e28bb4a5807b852d9e01750,angry,0.00829340659481708,0.006850321318781622,9.744186046511627,43
5e29758c5807b852d9e0188f,angry,0.0068560497430013145,0.005803412550128358,8.777777777777779,72
5e2875925807b852d9e01712,angry,0.007501199580559278,0.009240479277502128,8.770992366412214,131
5e29813c5807b852d9e01944,angry,0.006305535727893375,0.008157877516545581,5.484536082474227,97
5e2875c35807b852d9e01714,angry,0.012256237321893371,0.009601161587341589,11.75,72
5e2875aa5807b852d9e01713,angry,0.008226229527485526,0.007667470737540721,10.086330935251798,139
5e29841e5807b852d9e01987,angry,0.006912128624272897,0.00798722605163448,6.842696629213483,89
5e2984895807b852d9e01990,angry,0.008570348203419174,0.011755159808111908,7.060975609756097,82
5e2991785807b852d9e01a62,angry,0.010808470751080603,0.011022144172278031,8.837209302325581,86
5e29ac5b5807b852d9e01c2c,angry,0.007774319951156814,0.0076240999710918645,7.39622641509434,53
5e2992895807b852d9e01a7c,angry,0.009088084653874645,0.01291686065327003,6.845528455284553,123
5e29ac765807b852d9e01c2e,angry,0.007378843705058209,0.00807819617993265,8.617021276595745,94
5e29b2345807b852d9e01c7f,angry,0.012540687801432065,0.011174132043861047,9.03076923076923,65
5e29b2805807b852d9e01c81,angry,0.008228324808643418,0.008549460772025978,7.895522388059701,67
5e29b2135807b852d9e01c7e,angry,0.008397872983595445,0.010526302762860453,7.603603603603603,111
5e29b2545807b852d9e01c80,angry,0.00827195783949075,0.008750752872172363,8.666666666666666,84
5e29ac965807b852d9e01c30,angry,0.00809274354967004,0.00881543825728321,7.503937007874016,127
5e29b2ac5807b852d9e01c85,angry,0.009701204690660556,0.007229251702626454,7.406976744186046,86
5e29b2d15807b852d9e01c8c,angry,0.003594706261321396,0.005115639422041646,6.548780487804878,82
5e29b37c5807b852d9e01ca7,angry,0.0060046249789899335,0.01130896769810792,5.746478873239437,71
5e29b2f95807b852d9e01c93,angry,0.004942148166610342,0.007550186305731768,6.0,103
5e2ac3d55807b852d9e01fd6,angry,0.008546133869938351,0.006778905313109463,8.73015873015873,63
5e29b3a75807b852d9e01cae,angry,0.004390993300100886,0.006282271919709463,6.469565217391304,115
5e2ac5585807b852d9e01fe7,angry,0.012018529492010899,0.009681830701910494,7.894736842105263,95
5e2ac52c5807b852d9e01fe4,angry,0.008625971431565798,0.007175837738335651,9.156862745098039,102
5e2acaeb5807b852d9e02036,angry,0.009125050149605624,0.008046010964211847,7.666666666666667,96
5e29b3375807b852d9e01c9b,angry,0.005089848155131721,0.007617119146138946,6.582978723404255,235
5e2ad2d85807b852d9e020c1,angry,0.006279807942526217,0.007058378055856637,9.526315789473685,95
5e2ac6f85807b852d9e01ffe,angry,0.010269726033105317,0.015401927945490196,9.147286821705427,129
5e2ad33a5807b852d9e020c9,angry,0.009145538785082695,0.008073285510607672,9.98989898989899,99
5e2ad4a95807b852d9e020e2,angry,0.006717498899508128,0.0066796689311318,9.095238095238095,84
5e2ad6375807b852d9e020f8,angry,0.00902926825077292,0.008494177816819527,8.54320987654321,81
5e2ad6e45807b852d9e02100,angry,0.009062960497888139,0.014724821983946649,8.720930232558139,86
5e2ad4885807b852d9e020e1,angry,0.013645216667942496,0.014511700119698951,10.61111111111111,144
5e2ad7bd5807b852d9e0210b,angry,0.0077298571029414944,0.008877379126843377,8.327102803738319,107
5e2add325807b852d9e02153,angry,0.009863553290478704,0.009667269605464192,8.447761194029852,67
5e2adcf75807b852d9e0214e,angry,0.014185304412454237,0.013229324862868218,9.585365853658537,82
5e2ad5155807b852d9e020e8,angry,0.011409585923990707,0.008669201661659291,10.0,164
5e2ae57e5807b852d9e0216f,angry,0.008344475542351376,0.012714540638960431,7.976744186046512,43
5e2ade005807b852d9e0215c,angry,0.01269131631539882,0.015766487621970728,7.752688172043011,93
5e2ae59c5807b852d9e02170,angry,0.009360222633239632,0.011192883716385008,7.517241379310345,58
5e2ae5bb5807b852d9e02171,angry,0.006998601931562366,0.009210415182602169,8.659090909090908,88
5e2aec565807b852d9e021c3,angry,0.0087907129342521,0.006815973992638346,10.84,75
5e2aec735807b852d9e021c4,angry,0.007793884522656211,0.009538539682309988,8.873873873873874,111
5e2aec8c5807b852d9e021c5,angry,0.0063154875346574536,0.008611272268045377,9.345132743362832,113
5e2aecae5807b852d9e021c6,angry,0.006331583949531867,0.009914244009971521,8.871165644171779,163
5e2aeccc5807b852d9e021c7,angry,0.011798747983217735,0.007846582926197611,11.355263157894736,76
5e2b71d35807b852d9e0225c,angry,0.012495827613534793,0.011130805331112048,9.425287356321839,87
5e2b85635807b852d9e02292,angry,0.004324073884412054,0.006667723600085175,5.631578947368421,114
5e2b71b05807b852d9e0225b,angry,0.009192793928353109,0.008313487271098494,9.414414414414415,111
5e2bf3395807b852d9e023c0,angry,0.007967248155916134,0.008981374797682136,5.25,40
5e2bf3225807b852d9e023be,angry,0.007226565061898618,0.006519390851612821,6.735294117647059,102
5e2bf2ef5807b852d9e023ba,angry,0.011077752130266029,0.013160070185584433,8.054054054054054,111
5e2bf3985807b852d9e023c5,angry,0.01343170787507286,0.010923650240283094,10.719298245614034,57
5e2bf19c5807b852d9e023a4,angry,0.008970482258135307,0.005739178863501391,10.604651162790697,129
5e2bf45e5807b852d9e023d6,angry,0.009230712392016477,0.007872253468096987,9.45945945945946,37
5e2bf3bc5807b852d9e023c8,angry,0.013741546039426865,0.015644033652043816,9.038461538461538,78
5e2bf1605807b852d9e0239f,angry,0.009958566734417942,0.005389163002037173,10.896907216494846,194
5e2c02f85807b852d9e02427,angry,0.008376285783368206,0.0071403345176017695,7.738095238095238,42
5e2bf5665807b852d9e023e7,angry,0.010446260125648917,0.009856700540565954,8.821917808219178,73
5e2c02e25807b852d9e02426,angry,0.007322522766004664,0.006679929212500455,8.0,85
5e2bf1795807b852d9e023a2,angry,0.010004177632263096,0.006292937002185076,10.941441441441441,222
5e2c03f65807b852d9e0242c,angry,0.007774587229535177,0.0067445053757745855,8.90566037735849,53
5e2c048d5807b852d9e02431,angry,0.012089183499915909,0.01603921251529174,7.85,60
5e2bf4ec5807b852d9e023df,angry,0.009021568533188846,0.009912643595954214,8.271604938271604,162
5e2c07c15807b852d9e02447,angry,0.011947347223089062,0.009755040337687086,10.042857142857143,70
5e2c031c5807b852d9e02428,angry,0.009058496885572592,0.007005696843087916,8.483870967741936,124
5e2c08245807b852d9e02449,angry,0.009315074263788706,0.00943133587277994,9.008771929824562,114
5e2c085f5807b852d9e0244a,angry,0.004648553934972275,0.006055287414808353,7.333333333333333,123
5e2d22095807b852d9e0251b,angry,0.009024545378556844,0.010411659904593685,7.341176470588235,85
5e2c07ed5807b852d9e02448,angry,0.012592646627912802,0.011131859326346088,8.80794701986755,151
5e2d22205807b852d9e0251d,angry,0.01129886607809142,0.012289929733732214,7.720430107526882,93
5e2d22c05807b852d9e02528,angry,0.007843133161083378,0.008974547321251743,7.357142857142857,42
5e2cdbfb5807b852d9e024e0,angry,0.010023334066659687,0.005052857290391487,10.71774193548387,124
5e2d22a05807b852d9e02523,angry,0.013225403328744513,0.010268041333037776,10.962264150943396,53
5e2d22335807b852d9e0251e,angry,0.007450651341919904,0.009778074836743885,6.864864864864865,111
5e2d22e75807b852d9e0252b,angry,0.009243161140433387,0.009348053039091765,7.464788732394366,71
5e2d259c5807b852d9e0255b,angry,0.008788165865198948,0.009171210877176044,8.028571428571428,70
5e2d22d65807b852d9e0252a,angry,0.00868310940111257,0.007194421290244986,8.389830508474576,118
5e2d25cb5807b852d9e0255e,angry,0.011445503102576035,0.012339647028772039,8.297297297297296,74
5e2d25a85807b852d9e0255c,angry,0.0068329724778551934,0.006955400645644203,7.356521739130435,115
5e2dcb7d5807b852d9e0274e,angry,0.005035616393678071,0.0047511950680073555,7.7701149425287355,87
5e2d236c5807b852d9e02539,angry,0.00817761539192827,0.009321087829576375,7.785714285714286,140
5e2dcb9f5807b852d9e0274f,angry,0.005841959157001803,0.0067073759334767835,9.327586206896552,58
5e2e3fa95807b852d9e0278c,angry,0.003476922777057453,0.002971549828540235,7.884057971014493,69
5e2dcbbc5807b852d9e02750,angry,0.005053233278350054,0.0052596254689044305,8.08860759493671,79
5e2e3fe15807b852d9e0278e,angry,0.006565800159492905,0.008286417161908909,8.209876543209877,81
5e2e3fc75807b852d9e0278d,angry,0.01040982073203675,0.013124680609721266,10.044776119402986,67
5e2e40a65807b852d9e02797,angry,0.0032453147103842345,0.0052453288077449495,6.323076923076923,65
5e2e40de5807b852d9e02798,angry,0.005507672299482185,0.006507879016210629,6.353658536585366,82
5e2e41015807b852d9e02799,angry,0.003137965620327244,0.005125025568999023,6.546875,64
5e2e41175807b852d9e0279a,angry,0.0028954342323223776,0.004921455638978786,6.3304347826086955,115
5e2d414b5807b852d9e02583,angry,0.005684313577732498,0.005845703838444962,7.15,60
5e2d7c1b5807b852d9e025c7,angry,0.010417414509984823,0.012147651221468414,9.543859649122806,57
5e2d419b5807b852d9e02587,angry,0.008127317532113066,0.007640130319174741,7.833333333333333,120
5e2d41825807b852d9e02586,angry,0.00577057860699291,0.004703537903339415,7.506329113924051,158
5e2d41b05807b852d9e02588,angry,0.008352884154251925,0.009469348284574531,8.78640776699029,103
5e2d7c2b5807b852d9e025c8,angry,0.0077937356326414076,0.0066059435355496,10.132352941176471,68
5e2d8be85807b852d9e02644,angry,0.0092125532943026,0.007989301578926456,8.32183908045977,87
5e2d7c5d5807b852d9e025ca,angry,0.006925941659525886,0.005685333202204231,9.526785714285714,112
5e2d8c945807b852d9e0264a,angry,0.005943804327342728,0.006458766200246622,9.068627450980392,102
5e2d8cbf5807b852d9e0264c,angry,0.008236858841716028,0.011311576366286956,6.901960784313726,51
5e2d7c755807b852d9e025cb,angry,0.0074424221282994195,0.007894323870081201,9.948148148148148,135
5e2d8cac5807b852d9e0264b,angry,0.00794158038142056,0.011293025244866634,8.869158878504672,107
5e2d8cdf5807b852d9e0264e,angry,0.005079262883506915,0.006657296904748958,6.885057471264368,87
5e2d8ccf5807b852d9e0264d,angry,0.009133073131962413,0.012948226612599896,8.416666666666666,72
5e2d7c3c5807b852d9e025c9,angry,0.0076049293402131405,0.007640156770483031,9.106481481481481,216
5e2d8d535807b852d9e02652,angry,0.007203652113269556,0.008920234521635246,7.585714285714285,70
5e2d912b5807b852d9e02674,angry,0.014221731949267728,0.030106984378714938,4.813953488372093,43
5e2d8d665807b852d9e02653,angry,0.006149509493653485,0.0057281422857142165,8.1171875,128
5e2d91185807b852d9e02673,angry,0.004273573005548064,0.011449101609768421,6.315068493150685,73
5e2d8d955807b852d9e02655,angry,0.007582740483057882,0.008317346693798858,8.168539325842696,89
5e2d8d7b5807b852d9e02654,angry,0.00813686640881984,0.00952216320912629,9.302521008403362,119
5e2d91635807b852d9e02678,angry,0.007188982713590688,0.011350285105291024,6.07,100
5e2d95ad5807b852d9e026bb,angry,0.003489564831293879,0.00614721271043983,4.340425531914893,47
5e2d959c5807b852d9e026ba,angry,0.0054631822641378015,0.009618989714026761,4.279411764705882,68
5e2d95ca5807b852d9e026bc,angry,0.005125298221700526,0.01233720625111957,4.831325301204819,83
5e2d963f5807b852d9e026c0,angry,0.00390861912155891,0.005511900489187621,6.826666666666667,75
5e2d96d65807b852d9e026cc,angry,0.0078115318971844535,0.010338831357434273,6.120689655172414,58
5e2d96c35807b852d9e026cb,angry,0.005248212888117071,0.00872557389876007,6.46875,96
5e2d956a5807b852d9e026b7,angry,0.0059822828743221175,0.008898390857863364,6.70945945945946,148
5e2d97995807b852d9e026d5,angry,0.011449945428567384,0.020610606660324583,3.847826086956522,46
5e2e48af5807b852d9e027bb,angry,0.004464232040034702,0.00395180228245476,6.744186046511628,43
5e2d96695807b852d9e026c3,angry,0.006479367780908293,0.007312004898851382,7.430894308943089,123
5e2d97d95807b852d9e026d9,angry,0.007522604403807648,0.007075189391517367,6.592105263157895,76
5e2e48795807b852d9e027b7,angry,0.0063202978705229115,0.0069841710352125976,8.875,56
5e2ec6565807b852d9e02875,angry,0.009466377376810501,0.013551621633909687,8.253731343283581,67
5e2e48585807b852d9e027b5,angry,0.0056900589248517945,0.006338216653726284,8.830357142857142,112
5e2ecb175807b852d9e02891,angry,0.005941045744931766,0.008308582328806938,6.415841584158416,101
5e2ecd5d5807b852d9e028ba,angry,0.013912085984390135,0.007676736880626836,11.938775510204081,49
5e2ecd9f5807b852d9e028c2,angry,0.01702040349524129,0.017561536040650222,11.405405405405405,37
5e2e4d985807b852d9e027dc,angry,0.009684353465579826,0.00768570242071851,9.934306569343066,137
5e2e4e2a5807b852d9e027df,angry,0.007179197422280905,0.009799324391465643,8.243478260869566,115
5e2ed4715807b852d9e0290e,angry,0.0024872258584481043,0.006168087430733265,4.2727272727272725,77
