wav_id,situation,jitter_local,shimmer_local,hnr_mean,hnr_std,n_periods,n_hnr_frames
5e25902f305bcf3ad153a6a9,angry,0.11295374536924899,0.11796562375174725,9.95108183085438,4.320318416984018,317,33
5e258fe2305bcf3ad153a6a5,angry,0.10971615104768888,0.11629591896476536,8.850204997230692,3.233783244628668,473,47
5e258fd1305bcf3ad153a6a4,angry,0.12130297135083341,0.11423251598141801,9.69575655664895,4.056649127916125,459,45
5e258ff5305bcf3ad153a6a6,angry,0.1175340046854287,0.13038012737630367,6.484310738049601,3.405090431728379,372,37
5e2841675807b852d9e0161e,angry,0.1257224039498724,0.1285942116426182,12.997405771993085,4.460068562800267,304,42
5e27fb575807b852d9e01595,angry,0.18319978193048853,0.17264489007657408,-4.503474433524422,18.011963808440047,654,82
5e2846c55807b852d9e0164e,angry,0.13101093324143984,0.09877858625979359,12.849326712718034,3.5777604192560286,138,21
5e2846b45807b852d9e0164d,angry,0.1031999193362824,0.10538564082741227,11.268195414103358,3.443366072716225,231,33
5e28482c5807b852d9e01659,angry,0.1196137098969663,0.12506804408954808,13.097638825652275,3.203204406272539,239,32
5e2841be5807b852d9e01622,angry,0.14940935038680042,0.17838809479329618,11.287525051936688,3.6975514827789797,322,50
5e28483f5807b852d9e0165a,angry,0.11196469320530995,0.16610079564954533,11.690960104773335,4.612963693609369,251,34
5e28bb4a5807b852d9e01750,angry,0.171049368166275,0.16553640105130765,-0.16427151215101474,13.639701170912321,181,25
5e29758c5807b852d9e0188f,angry,0.14447654814011612,0.13357054245173036,3.738656783543925,5.825369264980351,377,41
5e2875aa5807b852d9e01713,angry,0.18085016221872563,0.16320226862282017,0.5992248866442026,4.498721337270057,677,99
5e2875925807b852d9e01712,angry,0.13118408377432267,0.14415890582701119,2.52174326973536,5.82380829533588,618,94
5e2875c35807b852d9e01714,angry,0.1837398096446626,0.2172806608067307,-1.6882907365515594,3.606866168825401,430,78
5e29813c5807b852d9e01944,angry,0.13880894766366927,0.08911793150972047,5.185573326102517,10.18256956964631,824,69
5e29841e5807b852d9e01987,angry,0.13580350385652123,0.09856420109783325,6.219628273835297,7.028452771884002,755,68
5e2991785807b852d9e01a62,angry,0.17892608788802605,0.16179617007688787,0.9192110492460251,7.717229616256252,761,60
5e2984895807b852d9e01990,angry,0.1834200132841012,0.08742123472646572,4.459141062037572,6.8144064439307375,864,72
5e2992895807b852d9e01a7c,angry,0.13709049702827542,0.09310323465472001,4.873901056300774,7.480199065976001,1261,83
5e29ac5b5807b852d9e01c2c,angry,0.18724430396967492,0.12802355196472298,-3.3535823523620154,10.147547288785432,705,80
5e29ac765807b852d9e01c2e,angry,0.14845691964283012,0.08673343562228263,-0.14013287671633146,7.872907410300426,1039,78
5e29b2345807b852d9e01c7f,angry,0.14109085641491598,0.14631077880160615,5.480702681427607,4.150529363919793,580,61
5e29ac965807b852d9e01c30,angry,0.13361224160830004,0.09422126518307858,1.6575456866076028,8.426083909197834,1388,102
5e29b2135807b852d9e01c7e,angry,0.137586195431186,0.11294557561117012,5.996556988692791,3.986303383798182,1151,105
5e29b2545807b852d9e01c80,angry,0.1517719271419568,0.10351356431255923,4.779394134870675,4.234906263293056,985,92
5e29b2805807b852d9e01c81,angry,0.144921216625368,0.1181308061209963,6.761735450937737,4.210728624902189,784,74
5e29b2ac5807b852d9e01c85,angry,0.15077456489223753,0.1229526253686934,4.928016998101121,8.132404878051181,1053,90
5e29b2d15807b852d9e01c8c,angry,0.14915599923171208,0.06745777811433906,4.2959140241492255,7.414329241524172,720,87
5e2ac3d55807b852d9e01fd6,angry,0.18662904163884284,0.11203824555012273,2.4279009456029215,10.875162358881209,651,49
5e29b2f95807b852d9e01c93,angry,0.1482826981070371,0.08377513447189856,4.229289742517514,7.711792980823357,919,111
5e29b37c5807b852d9e01ca7,angry,0.16246599343563128,0.06476049358238313,3.02155820844467,7.985789994520916,829,102
5e2ac52c5807b852d9e01fe4,angry,0.1562866969175337,0.11517621798007904,3.83677115905072,5.922826191442264,1092,56
5e29b3a75807b852d9e01cae,angry,0.13404756507109566,0.07781731137660314,5.326333463536527,7.538639275786437,1049,107
