wav_id,situation,interval_abs_mean,interval_abs_std,pct_rising,pct_falling,pct_flat,pct_step,pct_leap,hist_large_fall,hist_mid_fall,hist_small_fall,hist_flat,hist_small_rise,hist_mid_rise,hist_large_rise,n_intervals
5e258fe2305bcf3ad153a6a5,angry,0.49130434782608723,0.7444946015386726,0.13043478260869565,0.10869565217391304,0.7608695652173914,0.1956521739130435,0.043478260869565216,0.0,0.0,0.10869565217391304,0.7608695652173914,0.10869565217391304,0.021739130434782608,0.0,46
5e25902f305bcf3ad153a6a9,angry,0.35666666666666674,0.486266959144414,0.06666666666666667,0.1,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.1,0.8333333333333334,0.06666666666666667,0.0,0.0,30
5e258fd1305bcf3ad153a6a4,angry,1.4767441860465114,2.996652179248775,0.18604651162790697,0.16279069767441862,0.6511627906976745,0.16279069767441862,0.18604651162790697,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.6511627906976745,0.09302325581395349,0.06976744186046512,0.023255813953488372,43
5e258ff5305bcf3ad153a6a6,angry,0.5444444444444446,0.850961692715445,0.1111111111111111,0.25,0.6388888888888888,0.3333333333333333,0.027777777777777776,0.0,0.0,0.25,0.6388888888888888,0.08333333333333333,0.027777777777777776,0.0,36
5e2841675807b852d9e0161e,angry,0.5634146341463415,0.7579677892509276,0.14634146341463414,0.17073170731707318,0.6829268292682927,0.2926829268292683,0.024390243902439025,0.0,0.0,0.17073170731707318,0.6829268292682927,0.12195121951219512,0.024390243902439025,0.0,41
5e27fb575807b852d9e01595,angry,1.59125,2.8405630493794707,0.2875,0.2375,0.475,0.375,0.15,0.05,0.0125,0.175,0.475,0.25,0.0125,0.025,80
5e2846c55807b852d9e0164e,angry,1.025,1.696430075187303,0.15,0.35,0.5,0.4,0.1,0.0,0.05,0.3,0.5,0.1,0.05,0.0,20
5e2846b45807b852d9e0164d,angry,0.5125000000000001,0.8149961656351521,0.15625,0.09375,0.75,0.1875,0.0625,0.0,0.03125,0.0625,0.75,0.15625,0.0,0.0,32
5e28482c5807b852d9e01659,angry,0.7935483870967743,1.213615096518413,0.12903225806451613,0.3548387096774194,0.5161290322580645,0.3870967741935484,0.0967741935483871,0.0,0.03225806451612903,0.3225806451612903,0.5161290322580645,0.06451612903225806,0.06451612903225806,0.0,31
5e28483f5807b852d9e0165a,angry,1.45625,2.538938939301219,0.21875,0.125,0.65625,0.125,0.21875,0.0,0.03125,0.09375,0.65625,0.0625,0.125,0.03125,32
5e2841be5807b852d9e01622,angry,1.0673469387755103,2.056685242266287,0.16326530612244897,0.2857142857142857,0.5510204081632653,0.32653061224489793,0.12244897959183673,0.02040816326530612,0.02040816326530612,0.24489795918367346,0.5510204081632653,0.08163265306122448,0.08163265306122448,0.0,49
5e28bb4a5807b852d9e01750,angry,2.526086956521739,4.003065932757514,0.17391304347826086,0.2608695652173913,0.5652173913043478,0.13043478260869565,0.30434782608695654,0.08695652173913043,0.0,0.17391304347826086,0.5652173913043478,0.043478260869565216,0.0,0.13043478260869565,23
5e29758c5807b852d9e0188f,angry,1.3625,2.239049742636371,0.175,0.375,0.45,0.425,0.125,0.025,0.025,0.325,0.45,0.15,0.025,0.0,40
5e2875925807b852d9e01712,angry,0.8615384615384616,1.726125638836346,0.0989010989010989,0.2087912087912088,0.6923076923076923,0.18681318681318682,0.12087912087912088,0.0,0.054945054945054944,0.15384615384615385,0.6923076923076923,0.06593406593406594,0.01098901098901099,0.02197802197802198,91
5e2875aa5807b852d9e01713,angry,1.4395833333333334,2.626328202336656,0.16666666666666666,0.28125,0.5520833333333334,0.25,0.19791666666666666,0.020833333333333332,0.052083333333333336,0.20833333333333334,0.5520833333333334,0.10416666666666667,0.020833333333333332,0.041666666666666664,96
5e2875c35807b852d9e01714,angry,0.8493333333333334,2.270117373372771,0.08,0.08,0.84,0.05333333333333334,0.10666666666666667,0.013333333333333334,0.02666666666666667,0.04,0.84,0.013333333333333334,0.013333333333333334,0.05333333333333334,75
5e29813c5807b852d9e01944,angry,1.1626865671641793,2.506399916922857,0.23880597014925373,0.22388059701492538,0.5373134328358209,0.373134328358209,0.08955223880597014,0.029850746268656716,0.0,0.19402985074626866,0.5373134328358209,0.1791044776119403,0.04477611940298507,0.014925373134328358,67
5e29841e5807b852d9e01987,angry,0.9907692307692308,2.289959561411382,0.12307692307692308,0.24615384615384617,0.6307692307692307,0.3076923076923077,0.06153846153846154,0.046153846153846156,0.015384615384615385,0.18461538461538463,0.6307692307692307,0.12307692307692308,0.0,0.0,65
5e2984895807b852d9e01990,angry,0.8626865671641788,1.729794726920581,0.08955223880597014,0.22388059701492538,0.6865671641791045,0.22388059701492538,0.08955223880597014,0.014925373134328358,0.04477611940298507,0.16417910447761194,0.6865671641791045,0.05970149253731343,0.029850746268656716,0.0,67
5e2991785807b852d9e01a62,angry,2.852631578947369,4.312043731801393,0.3157894736842105,0.22807017543859648,0.45614035087719296,0.2982456140350877,0.24561403508771928,0.10526315789473684,0.03508771929824561,0.08771929824561403,0.45614035087719296,0.22807017543859648,0.0,0.08771929824561403,57
5e2992895807b852d9e01a7c,angry,1.6109756097560979,2.913007250816165,0.17073170731707318,0.2926829268292683,0.5365853658536586,0.2926829268292683,0.17073170731707318,0.04878048780487805,0.036585365853658534,0.2073170731707317,0.5365853658536586,0.08536585365853659,0.04878048780487805,0.036585365853658534,82
5e29ac765807b852d9e01c2e,angry,1.8432432432432433,2.610482045216992,0.25675675675675674,0.3108108108108108,0.43243243243243246,0.33783783783783783,0.22972972972972974,0.02702702702702703,0.0945945945945946,0.1891891891891892,0.43243243243243246,0.17567567567567569,0.05405405405405406,0.02702702702702703,74
5e29ac5b5807b852d9e01c2c,angry,2.6815789473684206,3.9310742647966164,0.27631578947368424,0.23684210526315788,0.4868421052631579,0.21052631578947367,0.3026315789473684,0.07894736842105263,0.039473684210526314,0.11842105263157894,0.4868421052631579,0.11842105263157894,0.06578947368421052,0.09210526315789473,76
5e29b2345807b852d9e01c7f,angry,0.989655172413793,2.2944978907702462,0.13793103448275862,0.1206896551724138,0.7413793103448276,0.13793103448275862,0.1206896551724138,0.017241379310344827,0.05172413793103448,0.05172413793103448,0.7413793103448276,0.10344827586206896,0.017241379310344827,0.017241379310344827,58
5e29b2135807b852d9e01c7e,angry,0.9807692307692307,2.262022449519495,0.1346153846153846,0.17307692307692307,0.6923076923076923,0.21153846153846154,0.09615384615384616,0.019230769230769232,0.009615384615384616,0.14423076923076922,0.6923076923076923,0.08653846153846154,0.019230769230769232,0.028846153846153848,104
5e29ac965807b852d9e01c30,angry,1.2541666666666664,2.1175810033043727,0.19791666666666666,0.19791666666666666,0.6041666666666666,0.20833333333333334,0.1875,0.020833333333333332,0.0625,0.11458333333333333,0.6041666666666666,0.13541666666666666,0.041666666666666664,0.020833333333333332,96
5e29b2545807b852d9e01c80,angry,0.9749999999999998,2.3463826123708733,0.06818181818181818,0.1590909090909091,0.7727272727272727,0.11363636363636363,0.11363636363636363,0.022727272727272728,0.03409090909090909,0.10227272727272728,0.7727272727272727,0.022727272727272728,0.03409090909090909,0.011363636363636364,88
5e29b2805807b852d9e01c81,angry,1.1486111111111112,2.7863253905634866,0.1388888888888889,0.1388888888888889,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.027777777777777776,0.013888888888888888,0.09722222222222222,0.7222222222222222,0.09722222222222222,0.0,0.041666666666666664,72
5e29b2ac5807b852d9e01c85,angry,1.2965517241379314,2.7380019678700465,0.11494252873563218,0.1839080459770115,0.7011494252873564,0.1724137931034483,0.12643678160919541,0.04597701149425287,0.034482758620689655,0.10344827586206896,0.7011494252873564,0.06896551724137931,0.011494252873563218,0.034482758620689655,87
5e29b2d15807b852d9e01c8c,angry,1.1152941176470592,2.593997863047464,0.17647058823529413,0.17647058823529413,0.6470588235294118,0.25882352941176473,0.09411764705882353,0.023529411764705882,0.023529411764705882,0.12941176470588237,0.6470588235294118,0.1411764705882353,0.0,0.03529411764705882,85
5e2ac3d55807b852d9e01fd6,angry,2.1354166666666665,3.7720733458389817,0.125,0.25,0.625,0.125,0.25,0.08333333333333333,0.041666666666666664,0.125,0.625,0.041666666666666664,0.020833333333333332,0.0625,48
5e29b37c5807b852d9e01ca7,angry,0.9891089108910892,2.0208762431476637,0.19801980198019803,0.22772277227722773,0.5742574257425742,0.33663366336633666,0.0891089108910891,0.009900990099009901,0.019801980198019802,0.19801980198019803,0.5742574257425742,0.15841584158415842,0.019801980198019802,0.019801980198019802,101
5e29b2f95807b852d9e01c93,angry,1.4275229357798165,3.0500675751164437,0.1834862385321101,0.1926605504587156,0.6238532110091743,0.24770642201834864,0.12844036697247707,0.045871559633027525,0.01834862385321101,0.12844036697247707,0.6238532110091743,0.11926605504587157,0.027522935779816515,0.03669724770642202,109
5e29b3a75807b852d9e01cae,angry,1.4704761904761905,2.914199189502971,0.1619047619047619,0.23809523809523808,0.6,0.2571428571428571,0.14285714285714285,0.0380952380952381,0.0380952380952381,0.1619047619047619,0.6,0.10476190476190476,0.02857142857142857,0.02857142857142857,105
5e2ac52c5807b852d9e01fe4,angry,1.7169811320754729,2.6639972696071204,0.3018867924528302,0.2641509433962264,0.4339622641509434,0.39622641509433965,0.16981132075471697,0.03773584905660377,0.018867924528301886,0.20754716981132076,0.4339622641509434,0.20754716981132076,0.05660377358490566,0.03773584905660377,53
5e2ac5585807b852d9e01fe7,angry,1.888235294117647,3.278309407619674,0.23529411764705882,0.2549019607843137,0.5098039215686274,0.29411764705882354,0.19607843137254902,0.058823529411764705,0.0392156862745098,0.1568627450980392,0.5098039215686274,0.13725490196078433,0.058823529411764705,0.0392156862745098,51
5e2acaeb5807b852d9e02036,angry,1.8499999999999996,3.110997661781973,0.1935483870967742,0.3225806451612903,0.4838709677419355,0.3387096774193548,0.1774193548387097,0.06451612903225806,0.03225806451612903,0.22580645161290322,0.4838709677419355,0.12903225806451613,0.04838709677419355,0.016129032258064516,62
5e2ad33a5807b852d9e020c9,angry,0.6179487179487178,0.7557885319733679,0.28205128205128205,0.1282051282051282,0.5897435897435898,0.358974358974359,0.05128205128205128,0.0,0.0,0.1282051282051282,0.5897435897435898,0.28205128205128205,0.0,0.0,39
5e2ad2d85807b852d9e020c1,angry,1.3534482758620694,2.9035184077040634,0.15517241379310345,0.1724137931034483,0.6724137931034483,0.1896551724137931,0.13793103448275862,0.05172413793103448,0.017241379310344827,0.10344827586206896,0.6724137931034483,0.10344827586206896,0.034482758620689655,0.017241379310344827,58
5e29b3375807b852d9e01c9b,angry,1.141626794258373,2.662236214117849,0.1674641148325359,0.22009569377990432,0.6124401913875598,0.3062200956937799,0.08133971291866028,0.028708133971291867,0.009569377990430622,0.18181818181818182,0.6124401913875598,0.1339712918660287,0.014354066985645933,0.019138755980861243,209
5e2ac6f85807b852d9e01ffe,angry,1.4205479452054797,2.286347742826081,0.2054794520547945,0.2328767123287671,0.5616438356164384,0.2602739726027397,0.1780821917808219,0.0136986301369863,0.0684931506849315,0.1506849315068493,0.5616438356164384,0.1095890410958904,0.0821917808219178,0.0136986301369863,73
5e2ad4a95807b852d9e020e2,angry,1.2924528301886793,3.007089049173935,0.11320754716981132,0.1320754716981132,0.7547169811320755,0.1320754716981132,0.11320754716981132,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.7547169811320755,0.07547169811320754,0.0,0.03773584905660377,53
5e2ad6375807b852d9e020f8,angry,1.9826923076923075,3.276532005375275,0.17307692307692307,0.21153846153846154,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.09615384615384616,0.6153846153846154,0.057692307692307696,0.07692307692307693,0.038461538461538464,52
5e2ad4885807b852d9e020e1,angry,1.5839285714285718,2.576457755587413,0.14285714285714285,0.25,0.6071428571428571,0.16071428571428573,0.23214285714285715,0.03571428571428571,0.125,0.08928571428571429,0.6071428571428571,0.08928571428571429,0.05357142857142857,0.0,56
5e2ad6e45807b852d9e02100,angry,0.9230769230769231,1.3950207311135865,0.15384615384615385,0.2153846153846154,0.6307692307692307,0.24615384615384617,0.12307692307692308,0.0,0.046153846153846156,0.16923076923076924,0.6307692307692307,0.09230769230769231,0.06153846153846154,0.0,65
5e2ad7bd5807b852d9e0210b,angry,1.2,2.5980762113533156,0.12121212121212122,0.24242424242424243,0.6363636363636364,0.25757575757575757,0.10606060606060606,0.015151515151515152,0.030303030303030304,0.19696969696969696,0.6363636363636364,0.07575757575757576,0.015151515151515152,0.030303030303030304,66
5e2ad5155807b852d9e020e8,angry,0.6114285714285714,1.0457455108530893,0.12857142857142856,0.17142857142857143,0.7,0.2,0.1,0.0,0.07142857142857142,0.1,0.7,0.11428571428571428,0.014285714285714285,0.0,70
5e2add325807b852d9e02153,angry,1.5857142857142863,2.975980945005195,0.19047619047619047,0.2857142857142857,0.5238095238095238,0.30952380952380953,0.16666666666666666,0.07142857142857142,0.023809523809523808,0.19047619047619047,0.5238095238095238,0.16666666666666666,0.023809523809523808,0.0,42
5e2adcf75807b852d9e0214e,angry,2.1314285714285712,3.7720605531097364,0.2,0.17142857142857143,0.6285714285714286,0.14285714285714285,0.22857142857142856,0.08571428571428572,0.0,0.08571428571428572,0.6285714285714286,0.08571428571428572,0.05714285714285714,0.05714285714285714,35
5e2ae57e5807b852d9e0216f,angry,0.9296296296296297,1.1962332284717156,0.14814814814814814,0.2962962962962963,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.037037037037037035,0.25925925925925924,0.5555555555555556,0.1111111111111111,0.037037037037037035,0.0,27
5e2ade005807b852d9e0215c,angry,1.484905660377358,2.6460648052087063,0.16981132075471697,0.22641509433962265,0.6037735849056604,0.22641509433962265,0.16981132075471697,0.03773584905660377,0.03773584905660377,0.1509433962264151,0.6037735849056604,0.11320754716981132,0.03773584905660377,0.018867924528301886,53
5e2ae5bb5807b852d9e02171,angry,1.0780821917808217,2.111562855298096,0.2054794520547945,0.1643835616438356,0.6301369863013698,0.2328767123287671,0.136986301369863,0.0410958904109589,0.0410958904109589,0.0821917808219178,0.6301369863013698,0.1506849315068493,0.0547945205479452,0.0,73
5e2aec735807b852d9e021c4,angry,1.1484848484848484,2.3153141304146407,0.19696969696969696,0.16666666666666666,0.6363636363636364,0.22727272727272727,0.13636363636363635,0.015151515151515152,0.045454545454545456,0.10606060606060606,0.6363636363636364,0.13636363636363635,0.030303030303030304,0.030303030303030304,66
5e2aec565807b852d9e021c3,angry,2.1079999999999997,3.732658034162786,0.21333333333333335,0.17333333333333334,0.6133333333333333,0.17333333333333334,0.21333333333333335,0.05333333333333334,0.02666666666666667,0.09333333333333334,0.6133333333333333,0.09333333333333334,0.02666666666666667,0.09333333333333334,75
5e2ae59c5807b852d9e02170,angry,1.6307017543859652,3.283107406769216,0.18421052631578946,0.18421052631578946,0.631578947368421,0.20175438596491227,0.16666666666666666,0.043859649122807015,0.03508771929824561,0.10526315789473684,0.631578947368421,0.12280701754385964,0.017543859649122806,0.043859649122807015,114
