wav_id,situation,n_notes,notes_per_sec,note_dur_mean,note_dur_std,note_dur_cv,ioi_mean,ioi_std,ioi_cv,note_interval_semitone_mean,note_interval_semitone_std,pct_notes_rising,pct_notes_falling,pct_notes_repeated,duration_pitch_corr,n_voiced_pitch_frames
5e25902f305bcf3ad153a6a9,angry,6,1.838235294117647,0.3413333333333333,0.1797578618277623,0.5266343608235223,0.4224,0.23809376304304983,0.5636689465981294,1.7597692714899584,1.03115169446673,0.6,0.4,0.0,-0.284857668566161,33
5e258fe2305bcf3ad153a6a5,angry,8,2.4509803921568625,0.36,0.19183326093250877,0.5328701692569688,0.4114285714285715,0.19905408966470622,0.48381202349060537,1.595759245594737,1.0797514904719907,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.09347823445056748,47
5e258fd1305bcf3ad153a6a4,angry,8,2.4038461538461537,0.32799999999999996,0.2528556900684657,0.770901494111176,0.42057142857142854,0.24155144802053308,0.5743410788531698,6.074893773546053,3.1546204679363563,0.42857142857142855,0.5714285714285714,0.0,0.09635073072329695,45
5e258ff5305bcf3ad153a6a6,angry,8,2.314814814814815,0.28,0.15979987484350544,0.5707138387268051,0.2925714285714286,0.1670918114971161,0.5711145900780336,1.7688199320211169,1.0049698068053383,0.42857142857142855,0.5714285714285714,0.0,0.7968544488580273,37
5e2841675807b852d9e0161e,angry,5,1.2400793650793651,0.4992,0.3784126847768188,0.7580382307227941,0.56,0.41073592489579,0.7334570087424821,2.1414137735752865,0.7396121095322115,0.25,0.75,0.0,0.15195522082536025,42
5e27fb575807b852d9e01595,angry,18,3.38855421686747,0.23111111111111113,0.16405720170751045,0.7098628920036509,0.2635294117647059,0.12587861456790958,0.47766438563715685,4.96947329947774,4.353760470101002,0.5294117647058824,0.4117647058823529,0.058823529411764705,-0.46758146516382354,82
5e2846c55807b852d9e0164e,angry,6,3.232758620689655,0.2026666666666667,0.09359962013218263,0.4618402309153748,0.23040000000000002,0.08681382378400349,0.3767961101736262,2.568399859491442,1.7336170657554668,0.2,0.8,0.0,0.4814962335776879,21
5e2846b45807b852d9e0164d,angry,6,1.644736842105263,0.3413333333333333,0.15964404850235484,0.4677071733467427,0.39680000000000004,0.15360000000000013,0.38709677419354865,2.81421762939636,1.4180703010035003,0.4,0.6,0.0,0.30842124331325,33
5e28482c5807b852d9e01659,angry,6,1.644736842105263,0.30933333333333335,0.13534482709812823,0.43753715656722486,0.2816,0.11158781295464126,0.39626354032187944,2.4726468891591655,1.1235163614207802,0.2,0.8,0.0,-0.5747430525126553,32
5e28483f5807b852d9e0165a,angry,9,2.6533018867924527,0.22044444444444442,0.08592388247889472,0.38977567656756684,0.24799999999999997,0.08726969691708568,0.3518939391817971,5.503508764406972,3.518830624809084,0.5,0.5,0.0,-0.5220828969610966,34
5e2841be5807b852d9e01622,angry,9,2.038043478260869,0.32711111111111113,0.17706523872695085,0.5412999825212491,0.36,0.20222759455623268,0.5617433182117575,4.641537641576074,3.8274990602953007,0.375,0.625,0.0,0.1465613546789159,50
5e28bb4a5807b852d9e01750,angry,6,2.5337837837837838,0.23466666666666666,0.15964404850235484,0.6803013430498075,0.21760000000000002,0.06526744977398764,0.2999423243289873,8.575270352030355,5.804066529571662,0.4,0.6,0.0,0.08147507453378264,25
5e29758c5807b852d9e0188f,angry,7,2.2786458333333335,0.2925714285714286,0.13622550332115513,0.4656145133047294,0.39466666666666667,0.16281960023971997,0.41254966276956073,6.522553929792916,4.3789640547120685,0.5,0.5,0.0,0.47306186439491144,41
5e2875aa5807b852d9e01713,angry,26,3.357438016528926,0.2190769230769231,0.10068264042445568,0.45957665924084395,0.25856,0.12733266038216587,0.4924685194235994,4.2557835560321315,3.699998082098412,0.4,0.52,0.08,-0.21510445712113008,99
5e2875925807b852d9e01712,angry,18,2.6041666666666665,0.30577777777777787,0.1139997834089344,0.3728190591135208,0.384,0.298577017357528,0.7775443160352292,3.0765008011565285,2.284140274114346,0.23529411764705882,0.7058823529411765,0.058823529411764705,-0.16450262379711486,94
5e2875c35807b852d9e01714,angry,10,1.953125,0.4800000000000001,0.35662417192332885,0.7429670248402683,0.4053333333333333,0.18351627236357596,0.45275396142329594,5.821418456141274,2.5471907159105998,0.5555555555555556,0.4444444444444444,0.0,-0.506476876527328,78
5e29813c5807b852d9e01944,angry,12,1.9329896907216495,0.32,0.15892975387468095,0.49665548085837796,0.38981818181818184,0.1554663472394169,0.39881758853395194,5.9525878948741395,7.371425414840304,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.18924201766985482,69
5e29841e5807b852d9e01987,angry,15,2.8935185185185186,0.27306666666666674,0.11793301300126083,0.43188359253391406,0.3017142857142857,0.13985882094425925,0.463547228508435,5.604659184587674,7.110895055652593,0.35714285714285715,0.6428571428571429,0.0,-0.1725885932051585,68
5e2991785807b852d9e01a62,angry,15,3.446691176470588,0.1962666666666667,0.08251340631813853,0.42041477403942856,0.27885714285714286,0.1338265706816407,0.4799108579771951,5.986434745105441,5.767695100624417,0.5,0.5,0.0,-0.16714632011023037,60
