wav_id,situation,arousal,dominance,valence
5e258fd1305bcf3ad153a6a4,angry,0.4341525137424469,0.4626386761665344,0.5258719325065613
5e258fe2305bcf3ad153a6a5,angry,0.2956041693687439,0.37157702445983887,0.4660021960735321
5e258ff5305bcf3ad153a6a6,angry,0.4627700448036194,0.5008540749549866,0.2653781771659851
5e25902f305bcf3ad153a6a9,angry,0.26680582761764526,0.3234156370162964,0.4892425835132599
5e27fb575807b852d9e01595,angry,0.5482059717178345,0.5967772603034973,0.5600029826164246
5e2841675807b852d9e0161e,angry,0.0028789397329092026,0.13812509179115295,0.37022289633750916
5e2841be5807b852d9e01622,angry,-0.05778594687581062,0.11728894710540771,0.2852405905723572
5e2846b45807b852d9e0164d,angry,0.07925695180892944,0.20732060074806213,0.4292890131473541
5e2846c55807b852d9e0164e,angry,0.11146833002567291,0.2674432396888733,0.3722214102745056
5e28482c5807b852d9e01659,angry,0.06331228464841843,0.19944117963314056,0.3822651505470276
5e28483f5807b852d9e0165a,angry,0.15281535685062408,0.2855243980884552,0.37085238099098206
5e2875925807b852d9e01712,angry,0.24348174035549164,0.34303712844848633,0.3254375755786896
5e2875aa5807b852d9e01713,angry,0.3310472369194031,0.4166889786720276,0.25379329919815063
5e2875c35807b852d9e01714,angry,0.27646562457084656,0.370062917470932,0.36155828833580017
5e28bb4a5807b852d9e01750,angry,0.3400392532348633,0.43962904810905457,0.4290067255496979
5e29758c5807b852d9e0188f,angry,0.37312954664230347,0.442985475063324,0.4205074906349182
5e29813c5807b852d9e01944,angry,0.4203607439994812,0.48132359981536865,0.5574420690536499
5e29841e5807b852d9e01987,angry,0.251113623380661,0.3486149311065674,0.42439165711402893
5e2984895807b852d9e01990,angry,0.28499388694763184,0.3822307288646698,0.3909309506416321
5e2991785807b852d9e01a62,angry,0.6605767011642456,0.6740033626556396,0.48328807950019836
5e2992895807b852d9e01a7c,angry,0.5901377201080322,0.5849020481109619,0.4741566479206085
5e29ac5b5807b852d9e01c2c,angry,0.46764296293258667,0.5426112413406372,0.3375289738178253
5e29ac765807b852d9e01c2e,angry,0.6057713031768799,0.6227445006370544,0.4142894744873047
5e29ac965807b852d9e01c30,angry,0.6268811821937561,0.6322019100189209,0.48438605666160583
5e29b2135807b852d9e01c7e,angry,0.5897728204727173,0.6172837615013123,0.5226354002952576
5e29b2345807b852d9e01c7f,angry,0.6980511546134949,0.7066706418991089,0.5325056314468384
5e29b2545807b852d9e01c80,angry,0.5798190236091614,0.6023349761962891,0.4542711675167084
5e29b2805807b852d9e01c81,angry,0.5106928944587708,0.5440880656242371,0.27580633759498596
5e29b2ac5807b852d9e01c85,angry,0.6516327261924744,0.6590856313705444,0.36503276228904724
5e29b2d15807b852d9e01c8c,angry,0.370345801115036,0.4762885570526123,0.36311233043670654
5e29b2f95807b852d9e01c93,angry,0.2892163097858429,0.394376277923584,0.3243611752986908
5e29b3375807b852d9e01c9b,angry,0.4306708574295044,0.5123189687728882,0.4513654410839081
5e29b37c5807b852d9e01ca7,angry,0.385030061006546,0.47127050161361694,0.2837831377983093
5e29b3a75807b852d9e01cae,angry,0.3349107503890991,0.4332989454269409,0.37434613704681396
5e2ac3d55807b852d9e01fd6,angry,0.6825035810470581,0.6787326335906982,0.35630300641059875
5e2ac52c5807b852d9e01fe4,angry,0.7394291162490845,0.7084714770317078,0.4237307608127594
5e2ac5585807b852d9e01fe7,angry,0.5915774703025818,0.6066886186599731,0.4682792127132416
5e2ac6f85807b852d9e01ffe,angry,0.3746340572834015,0.40875911712646484,0.4705871045589447
5e2acaeb5807b852d9e02036,angry,0.7558183670043945,0.7421702146530151,0.45438453555107117
5e2ad2d85807b852d9e020c1,angry,0.34430623054504395,0.4236965477466583,0.535311222076416
5e2ad33a5807b852d9e020c9,angry,0.3625560998916626,0.4258149266242981,0.3635695278644562
5e2ad4885807b852d9e020e1,angry,0.4105290174484253,0.44981738924980164,0.5360995531082153
5e2ad4a95807b852d9e020e2,angry,0.43644535541534424,0.44161325693130493,0.48811352252960205
5e2ad5155807b852d9e020e8,angry,0.3321871757507324,0.3959103226661682,0.3954457938671112
5e2ad6375807b852d9e020f8,angry,0.6768962740898132,0.6862282752990723,0.6824588775634766
5e2ad6e45807b852d9e02100,angry,0.5972238779067993,0.5962639451026917,0.5762889385223389
5e2ad7bd5807b852d9e0210b,angry,0.5643287897109985,0.5940918326377869,0.5496453046798706
5e2adcf75807b852d9e0214e,angry,0.7463928461074829,0.7200878262519836,0.5285745859146118
5e2add325807b852d9e02153,angry,0.6954543590545654,0.6486524939537048,0.45368102192878723
5e2ade005807b852d9e0215c,angry,0.6957671046257019,0.6493105888366699,0.5131840109825134
5e2ae57e5807b852d9e0216f,angry,0.7018860578536987,0.6991987228393555,0.5501834750175476
5e2ae59c5807b852d9e02170,angry,0.4380232095718384,0.47306326031684875,0.28791701793670654
5e2ae5bb5807b852d9e02171,angry,0.46801406145095825,0.5461944341659546,0.5333676934242249
5e2aec565807b852d9e021c3,angry,0.5670555830001831,0.5850248336791992,0.40055015683174133
5e2aec735807b852d9e021c4,angry,0.711990237236023,0.6888930797576904,0.4919072985649109
5e2aec8c5807b852d9e021c5,angry,0.7304877042770386,0.7098113894462585,0.3897383511066437
5e2aecae5807b852d9e021c6,angry,0.6115407943725586,0.6640204191207886,0.41075262427330017
5e2aeccc5807b852d9e021c7,angry,0.7053810954093933,0.6703915596008301,0.5684712529182434
5e2b71b05807b852d9e0225b,angry,0.6524670124053955,0.6582172513008118,0.41765326261520386
5e2b71d35807b852d9e0225c,angry,0.7315173149108887,0.6798210144042969,0.3592436909675598
5e2b85635807b852d9e02292,angry,0.35967499017715454,0.43089592456817627,0.38287338614463806
5e2bf1605807b852d9e0239f,angry,0.2003650665283203,0.2944255471229553,0.19369786977767944
5e2bf1795807b852d9e023a2,angry,0.2973535656929016,0.34261924028396606,0.3815983235836029
5e2bf19c5807b852d9e023a4,angry,0.29749637842178345,0.369931161403656,0.306387335062027
5e2bf2ef5807b852d9e023ba,angry,0.3822707533836365,0.46687185764312744,0.3876304030418396
5e2bf3225807b852d9e023be,angry,0.455227792263031,0.5059365630149841,0.4728986918926239
5e2bf3395807b852d9e023c0,angry,0.42835620045661926,0.5081918835639954,0.4009239375591278
5e2bf3985807b852d9e023c5,angry,0.3016476035118103,0.3680174946784973,0.39673468470573425
5e2bf3bc5807b852d9e023c8,angry,0.38844919204711914,0.4608152508735657,0.45581620931625366
5e2bf45e5807b852d9e023d6,angry,0.38142281770706177,0.4525821805000305,0.5221849679946899
5e2bf4ec5807b852d9e023df,angry,0.3937307596206665,0.4659295082092285,0.4367411434650421
5e2bf5665807b852d9e023e7,angry,0.28362053632736206,0.3790121078491211,0.2850368618965149
