error,f006_conv_jitter,f006_conv_shimmer,f006_f0_motion_energy,f006_n_cycles,f006_resid_jitter,f006_resid_shimmer,f007_dominant_band,f007_dominant_scale_period_sec,f007_microprosody_energy,f007_microprosody_energy_ratio,f007_microprosody_entropy,f007_microprosody_peak_density,f007_microprosody_sign_change_rate,f007_microprosody_variance,f007_phrase_energy,f007_phrase_energy_ratio,f007_phrase_entropy,f007_phrase_peak_density,f007_phrase_sign_change_rate,f007_phrase_variance,f007_syllable_energy,f007_syllable_energy_ratio,f007_syllable_entropy,f007_syllable_peak_density,f007_syllable_sign_change_rate,f007_syllable_variance,f007_utterance_energy,f007_utterance_energy_ratio,f007_utterance_entropy,f007_utterance_peak_density,f007_utterance_sign_change_rate,f007_utterance_variance,f007_word_energy,f007_word_energy_ratio,f007_word_entropy,f007_word_peak_density,f007_word_sign_change_rate,f007_word_variance,f008_aperiodicity_spectral_slope_mean,f008_high_band_periodicity_mean,f008_high_band_periodicity_std,f008_low_band_periodicity_mean,f008_low_band_periodicity_std,f008_mid_band_periodicity_mean,f008_mid_band_periodicity_std,f008_mvf_mean,f008_mvf_std,f008_n_voiced_frames,f008_voiced_to_aperiodic_transition_rate,f009_cross_harmonic_coherence_mean,f009_h2_phase_circular_variance,f009_h2_phase_resultant_length,f009_h3_phase_circular_variance,f009_h3_phase_resultant_length,f009_h4_phase_circular_variance,f009_h4_phase_resultant_length,f009_h5_phase_circular_variance,f009_h5_phase_resultant_length,f009_mean_phase_coherence,f009_temporal_phase_instability,f010_h1_modulation_bandwidth,f010_h1_modulation_centroid,f010_h1_modulation_dominant_freq,f010_h1_modulation_entropy,f010_h1_modulation_high_rate_energy,f010_h1_modulation_low_rate_energy,f010_h2_modulation_bandwidth,f010_h2_modulation_centroid,f010_h2_modulation_dominant_freq,f010_h2_modulation_entropy,f010_h2_modulation_high_rate_energy,f010_h2_modulation_low_rate_energy,f010_h3_modulation_bandwidth,f010_h3_modulation_centroid,f010_h3_modulation_dominant_freq,f010_h3_modulation_entropy,f010_h3_modulation_high_rate_energy,f010_h3_modulation_low_rate_energy,f010_h4_modulation_bandwidth,f010_h4_modulation_centroid,f010_h4_modulation_dominant_freq,f010_h4_modulation_entropy,f010_h4_modulation_high_rate_energy,f010_h4_modulation_low_rate_energy,f010_h5_modulation_bandwidth,f010_h5_modulation_centroid,f010_h5_modulation_dominant_freq,f010_h5_modulation_entropy,f010_h5_modulation_high_rate_energy,f010_h5_modulation_low_rate_energy,f010_inter_harmonic_modulation_coherence,f010_modulation_dominant_freq_mean,f010_modulation_low_rate_ratio_mean,situation,wav_id
,0.1553509306141098,0.18595128946217118,57.21931791618423,717,0.15554607257129768,0.19050663892804268,utterance,3.1300000000000003,126.79863133435859,4.3636061505924066e-05,6.06403430516486,8.945686900958467,8.626198083067093,0.40245329233438726,400400.34394116607,0.1377924497397593,7.783093354230373,0.9584664536741214,0.9584664536741214,1243.0988822830054,4881.185481699478,0.0016797950234936538,7.369270853758027,3.8338658146964857,5.431309904153355,15.464927540553033,2442406.078704429,0.8405215478371661,7.975008048244164,0.3194888178913738,0.3194888178913738,7710.989310554671,58007.68071698572,0.019962571338074914,7.828089125506665,2.236421725239617,2.8753993610223643,182.34934181782714,0.1261996432005442,0.11583534762294531,0.08349710247298997,0.8240415036340843,0.361563775772098,0.4224072287967733,0.20348358835225736,2488.6491031390133,1170.673577856121,223,0.12162162162162163,0.448695982587761,0.7960949858049703,0.20390501419502974,0.9390459076402836,0.06095409235971641,0.9322890549747317,0.06771094502526831,0.9589905898451162,0.041009410154883755,0.09339486543372455,0.22528340375500722,7.341912884864816,4.6953631530758315,0.3205128205128202,4.706542785690163,6.635641790927516,12.292564944184331,7.681159530210093,5.378390778555989,0.3205128205128202,4.9503525267559345,5.846917259078615,11.086492371516943,8.805480053819007,5.236547396409116,1.9230769230769211,4.727381216683657,2.304707088117252,6.655831954120883,5.0519537979287525,4.131777387606919,0.3205128205128202,4.838119000783429,5.4527977308759406,12.993246699858991,10.306067376355093,7.062543472233456,0.9615384615384606,5.3427538508085295,0.10484346166621553,0.18877906651338067,0.48488414900536714,0.7692307692307685,0.6788518149856371,angry,5e37da38c8c25f16cd1457bb
,0.16112598392141256,0.16072431942209797,32.31423522500699,642,0.16166667311416827,0.12850808552040188,utterance,2.0843766165419964,112.51290012379565,0.00023615416214804987,5.399510513042651,10.09771986970684,7.166123778501628,0.36168448884503146,161505.48941719029,0.3389850718776463,7.624221607777757,0.9771986970684038,1.9543973941368076,514.2006191527499,3185.432249547925,0.0066859274193775044,6.9836505266919,4.560260586319218,4.560260586319218,10.15223161305039,273825.1242958633,0.5747335881665632,7.627859707070131,0.9771986970684038,0.6514657980456026,885.5081412214352,37809.794373915924,0.07935925837426494,7.51059175664115,1.6286644951140063,2.6058631921824102,119.81003402974167,0.13816278970462484,0.13481270937904635,0.0992505072376907,0.9075862625179355,0.2614365972618848,0.4719489940804357,0.1762949896876182,2853.0745967741937,1074.041030670781,248,0.0931174089068826,0.5101983904196559,0.7799048320976446,0.22009516790235542,0.8518476855475143,0.14815231445248572,0.8521417708703339,0.14785822912966606,0.8952988979850917,0.10470110201490836,0.1552017033748539,0.24570880985669868,3.9001685984593912,3.644431798667475,2.2875816993464033,4.578804420458705,7.359597018469747,31.703025555660165,6.874559045686544,5.426019764478809,1.6339869281045738,5.014771264862103,0.6833208870744945,1.1025307234494903,6.658489349334312,4.0748951003136025,1.6339869281045738,4.631368671265451,0.4854110165136398,2.0314872917053712,3.1917799392031436,2.146924579997127,1.6339869281045738,3.5869953968240464,0.06283723990870907,1.2242143953559474,3.5121844269175875,2.4521289084245717,1.6339869281045738,3.7572786865506256,0.07444861582932114,1.2789538021087146,0.4026832698344758,1.7647058823529398,0.8264545455530993,angry,5f787514d338b948c4e68c98
,0.16533308283984596,0.11940942650642764,27.19055860130094,611,0.16521580196807129,0.10795696427792784,utterance,4.0,17.445358380527402,5.588140301817301e-05,6.4024784637442105,7.334963325183375,7.8239608801955995,0.04233588141964456,49680.37564931332,0.1591374068217667,8.204333547355766,1.2224938875305624,0.9779951100244499,117.75491083024426,1066.4993651442273,0.003416237118337061,7.492368054073508,2.93398533007335,4.88997555012225,2.5898043262530246,251598.75222627062,0.8059273398315039,8.459023930934254,0.24449877750611249,0.48899755501222497,609.0419902280531,9822.33145837448,0.031463134825374085,8.19208491598379,2.444987775061125,1.9559902200488999,23.657469498851835,0.12794453098974376,0.11961248148931489,0.0764658817633163,0.8361701876195216,0.35009712549379424,0.43228701647998347,0.195702897917525,2505.1906779661017,1102.433539676939,295,0.11224489795918367,0.4516946082526913,0.8526995914682216,0.14730040853177845,0.9629234437377524,0.037076556262247574,0.8680455646849292,0.13195443531507076,0.9307040637451891,0.0692959362548109,0.09640683409097692,0.2206906441023723,5.1489549080990775,2.9486401782796574,0.24509803921568607,4.602291840873087,0.0009541684426614315,0.006253373468901422,6.311479613965988,4.817092824369393,1.2254901960784303,5.325600308574305,0.005903944498409191,0.01569436050290939,5.796964599271579,3.3340357672670944,1.2254901960784303,4.673238663033061,0.0037819182126236396,0.018823885205713983,8.514029052707187,6.349667483142403,0.24509803921568607,5.575302431327525,0.003486422005341727,0.0060828779339120835,5.086884033519648,2.9797402612841553,0.24509803921568607,4.492187225052929,0.0012226421089168438,0.00773612277348449,0.5804722683666551,0.6372549019607838,0.7852312063850337,angry,5e340d7a5807b852d9e06327
,0.14029088749852495,0.11179127828327684,50.26287427682542,610,0.14158321186931352,0.09583866115094265,utterance,2.661078486752387,58.856172011474925,3.951878970670191e-05,7.020194745878656,10.217391304347824,7.17391304347826,0.1276261535889615,536534.110899915,0.3602541241552735,8.485548813524298,0.8695652173913042,1.5217391304347825,1162.166126189033,3829.3404696968755,0.002571198492280633,8.087583806241568,4.130434782608695,4.999999999999999,8.304399806475942,866314.0233419711,0.5816837986293677,8.484830791856773,0.6521739130434782,1.0869565217391304,1858.3328010634511,82584.88690394403,0.05545135993337155,8.443316802823718,1.9565217391304346,2.3913043478260865,179.0829866873123,0.13660813553186543,0.1058807079620864,0.06653597669548245,0.8814885476188167,0.2978547221660917,0.42876916056575887,0.1612239279811238,2606.945671378092,960.888305738695,283,0.0851063829787234,0.44725277940813724,0.714413351958004,0.28558664804199596,0.802348628291925,0.19765137170807504,0.9703597080090735,0.02964029199092653,0.9402809607622103,0.0597190392377897,0.1431493377446968,0.20849035186786585,2.5377359188572646,1.6714628156190638,0.8714596949891059,3.9972121536378262,0.007527774440949211,0.19392236494236886,5.484733315609475,4.710559340648156,0.6535947712418294,5.27275074416864,0.004926973171176237,0.008763814840261007,4.775555593306882,3.839433893461528,0.6535947712418294,5.098461802354682,0.0006346729846853881,0.002910004415325533,6.8352890908189785,3.8238261742168973,0.21786492374727648,4.967697648749626,0.0003888020472976602,0.0015223918029686188,5.963768258096178,2.4534450147290485,0.21786492374727648,4.214760952380624,7.938080531242329e-05,0.0008832355027464573,0.407875628770789,0.5228758169934635,0.827561941895287,angry,5f9933c89e04b149046ce2b8
,0.12443542907926605,0.14386227776024268,40.02848776987913,641,0.12217143246111166,0.1214236784583244,utterance,2.661078486752387,78.36904406429703,5.522664114023913e-05,7.2026114810493205,8.319467554076539,8.319467554076539,0.12934620113394368,348206.3197273356,0.24538088593460028,8.745759945382375,0.9983361064891847,1.663893510815308,565.4296900665623,3728.930086083188,0.0026277758796215385,8.358317161714371,4.3261231281198,4.658901830282862,6.148027722309509,1000931.1753238299,0.7053558900161477,8.948451020304136,0.3327787021630616,0.6655574043261232,1630.4936176960377,66099.39257796349,0.046580221528490326,8.811502645057477,1.663893510815308,2.662229617304493,108.57762132348545,0.13668087457987108,0.12976595163826762,0.07140340431166199,0.8942644567754775,0.28139232221111243,0.4648625449070398,0.16405848098414763,2701.1542792792793,935.7478632318973,444,0.056433408577878104,0.44555032825405094,0.6387231362881371,0.36127686371186285,0.8667488050498124,0.13325119495018758,0.9528153084865431,0.04718469151345694,0.9665321532932948,0.033467846706705176,0.14379514922055314,0.2291246667571987,3.221106628469251,2.036332933882262,0.49999999999999956,4.26664039760784,5.285196874196499,49.596077145911586,4.034610609796711,2.7868101352350463,0.33333333333333304,4.718675938923624,16.65880119834271,84.660921235225,4.001509330858549,3.060967041708014,0.49999999999999956,5.188563212340282,14.007341371550456,62.511253201317956,4.194910613508877,2.067247566674397,0.49999999999999956,4.347460786121411,3.5565871593159653,30.8813775311004,6.410560593818368,4.353432130512239,0.49999999999999956,5.358870276609178,1.2147001473612025,3.0316580437877763,0.6389400513545043,0.46666666666666623,0.8333778735375834,angry,5e38437133e9ad176cc9b765
,0.18162186014990775,0.11049114709113965,63.97969386984096,1085,0.18051554455411004,0.0995615643666199,utterance,4.0,269.84517669323316,4.843568620096218e-05,6.332473999322816,7.4487895716946,5.58659217877095,0.4972040719740939,751566.5497001576,0.13490195380368103,8.533979208591354,1.1173184357541899,1.48975791433892,1314.2769249382875,11423.48420580438,0.0020504509404035004,7.757236591642418,3.35195530726257,4.0968342644320295,20.99156259813017,4664033.865429365,0.837167754876763,8.782374897806779,0.37243947858473,0.37243947858473,8229.565018058074,143912.07207601075,0.025831404692951497,8.45724124083492,1.86219739292365,2.60707635009311,260.98485456409827,0.13456324818424345,0.24375266404407797,0.1444528289670865,0.9507790168512849,0.1824012653681591,0.6121944676489469,0.1941923417151829,3860.9879032258063,1440.3566398130943,310,0.2783171521035599,0.47259835456823956,0.6458547690943958,0.35414523090560424,0.8918021703492022,0.10819782965079781,0.9642615521206891,0.03573844787931086,0.9533201667768888,0.046679833223111165,0.13619033541470602,0.21926428387347224,5.232679391353819,3.7674704700158475,1.1194029850746259,5.28197446136887,1.4816148385920416,7.2382060109017665,4.104348913714661,2.989843377968551,1.1194029850746259,4.933372257795609,11.180948912078803,45.005151263206365,3.9208889949995513,3.0271394549066817,1.1194029850746259,5.099172940819771,3.89199534450931,16.469112216190513,5.695894566668746,4.780529196114684,0.37313432835820864,5.613123006102041,0.3596862741197876,0.6888293195601891,5.501101115820471,4.958186536296131,1.3059701492537303,5.838888882103052,0.9913792895469357,1.8441190126651144,0.3987897462560044,1.0074626865671632,0.7494529629003832,angry,5e3939c8ee8206179943d374
,0.1651852739894322,0.15088581921359528,53.06046938595936,775,0.1643022071370223,0.1341371338187145,utterance,4.0,110.61341643976448,6.115057646238532e-05,6.811230773257313,6.8893528183716075,7.306889352818372,0.23000442924205053,316390.1348984084,0.17491042008078062,8.298640748141334,1.4613778705636744,1.8789144050104385,649.9890137128882,5410.373172236603,0.002991024497819924,7.863990001293455,3.757828810020877,5.219206680584551,11.247239617378531,1420802.7998632337,0.7854644856604777,8.264542917210356,0.4175365344467641,0.6263048016701461,2902.9393836888335,66155.64029321753,0.036572919184459395,8.36614767767973,1.8789144050104385,2.2964509394572024,137.1680483035007,0.11662856790975881,0.1976638241352584,0.14981246747654792,0.8153947792830044,0.3723203331131315,0.5133067589852451,0.2699509752842809,3140.533625730994,1820.1031680046913,342,0.31671554252199413,0.4089222568344849,0.7522752550762573,0.24772474492374272,0.9785455075178467,0.02145449248215328,0.9655294609139276,0.034470539086072394,0.9372115624374724,0.06278843756252767,0.09160955351362401,0.20814784502674777,4.033784993649396,3.450227147588794,1.673640167364015,4.688691354959595,0.021838299638527604,0.13106068795765113,6.375531967333587,5.682634547493635,6.066945606694555,5.705314199856839,0.0478494427492166,0.05050673967386296,6.370881591447774,4.90848535992322,0.2092050209205019,5.548494447740289,0.014718208598652806,0.027779128288348207,6.040599888900581,4.573742947164477,2.092050209205019,5.538373557132863,0.026028157843710167,0.06537119245372691,9.714204666575833,7.127638208164046,2.092050209205019,5.889211613614867,0.019946323882693698,0.034868191716629075,0.35633586390808175,2.426778242677822,0.675137229985532,angry,5f62c6603bd6941613f6d652
,0.13376655069199678,0.17892621473063766,51.13491671367333,2418,0.13535844790092785,0.17066280663302402,utterance,4.0,339.9649826972609,0.00012199365719592181,7.593740974120276,10.532276330690827,8.267270668176671,0.38450128043594983,824155.7361227461,0.29574155417690007,9.246213580579749,0.9060022650056625,1.6987542468856172,931.9487127309151,11914.094405680957,0.004275275462769604,8.753878362206457,3.8505096262740657,6.22876557191393,13.473356284789604,1760326.9547403762,0.631678949301,9.353026233884137,0.9060022650056625,0.5662514156285391,1989.8528565998179,190006.35190238577,0.06818222740213442,9.075049172798492,1.9252548131370328,2.6047565118912797,214.86082869467182,0.10234419048528179,0.14815763254363365,0.13757985840008455,0.7000222259234867,0.44631742960105547,0.41699084095152505,0.28970554510136015,2494.7845997286295,1823.5388649364718,737,0.27853260869565216,0.4409507681570782,0.9148968333877392,0.08510316661226078,0.9167499985387151,0.08325000146128493,0.95668048583899,0.04331951416101,0.998389270553906,0.0016107294460939894,0.05332085292016243,0.20883676697589723,7.051880182242011,4.01939063708958,0.11337868480725866,5.72239107436461,0.2264549183688659,0.8328716979373396,5.963427821007191,4.00334687729996,0.2267573696145173,5.939388561233009,0.1954553249605231,0.7879999074192716,7.371274875157164,5.672403545372309,0.9070294784580692,6.383337276414272,0.2473385759277186,0.5256992245598702,8.95143401093375,7.357555675067292,0.9070294784580692,6.908347722961199,0.1453712836516023,0.19801617944397418,9.791400994515026,7.720148450129717,1.3605442176871039,6.942666057635673,0.22667630375978587,0.3125546723128017,0.2438033753909517,0.7029478458050036,0.6847626006525885,angry,5e49d4617bef803b4851dd80
,0.13310279957497897,0.24928908027392255,30.93197781662353,850,0.1338068217836381,0.2611368523588348,utterance,3.4918792895568997,55.122270344635865,3.549025415943487e-05,7.092341624551805,10.676691729323307,6.466165413533834,0.08257086323714513,308146.1500483691,0.19839867108326045,8.973937239397129,0.9022556390977443,1.2030075187969924,461.78023000464896,2484.1401912767196,0.0015994037655718105,8.334532697547989,4.2105263157894735,5.263157894736842,3.719107287031345,1205150.2166595953,0.7759311657907653,9.108556227091757,0.45112781954887216,0.7518796992481203,1809.47773995096,37330.77242920198,0.02403526910624302,8.790562683376509,2.1052631578947367,3.007518796992481,55.77361179199786,0.12749121211026476,0.21442037755605187,0.1359426134264957,0.8895591918195294,0.2919388698982339,0.56033969911802,0.22553177134208288,3395.562065972222,1580.1681862895534,576,0.20173913043478262,0.37051931860823045,0.5676152784478541,0.43238472155214586,0.7898028607289788,0.21019713927102124,0.9013401890171527,0.09865981098284725,0.9137735973540315,0.08622640264596852,0.2068670186129957,0.2077607935008435,4.982457077868566,2.4957229962615233,0.3012048192771082,4.64665541080855,0.048002459858047644,0.3819517177655048,4.44874711481606,2.9823408921962518,0.4518072289156623,5.208101019174664,0.13910163362253,0.6256058496456847,4.413256461265716,3.699231254441966,0.9036144578313245,5.652364650744262,0.039199605137226354,0.12726544041726287,4.113138039750852,2.963250428068481,0.3012048192771082,5.287358982672629,0.015424430078472549,0.06748846944333829,4.46242206231972,3.874482338355438,0.3012048192771082,5.63772607447811,0.01782715069170638,0.038627071096567406,0.29573772134030435,0.4518072289156622,0.79383156856602,angry,5e33aa755807b852d9e0510d
,0.20198171811010504,0.27087463434267245,52.1622936621832,548,0.20292782028462797,0.27935303950308876,utterance,4.0,49.8787627549135,1.4658300634492736e-05,6.853335364092498,9.565217391304346,8.478260869565217,0.10804838578243983,381712.65925952996,0.11217717935208196,8.310827071881878,1.0869565217391304,0.8695652173913042,827.9578635583472,3926.3035054700968,0.0011538565510984713,7.570902445088667,4.999999999999999,5.434782608695651,8.500539309668657,2965373.331264575,0.8714597432331347,8.441990421128285,0.4347826086956521,0.6521739130434782,6384.7545901794665,51703.536456585134,0.015194562563050377,8.158567854666988,2.1739130434782608,2.6086956521739126,112.08505455889983,0.04977499331798491,0.054413565905620055,0.08787243876797857,0.32964256885464316,0.46420689666052356,0.17949940525312713,0.2583974013729189,1034.1796875,1495.2728750364083,176,0.12571428571428572,0.4476381961061969,0.9437985609234172,0.05620143907658281,0.9714982905946377,0.028501709405362303,0.9518133388059509,0.048186661194049116,0.99023656410321,0.009763435896790004,0.03566331139319606,0.222980159998891,4.322374168285421,2.698156105726007,0.21786492374727648,4.566058516514923,0.0202790506776463,0.1023328072840202,4.326667591877621,4.229430992244595,0.21786492374727648,5.311666038201343,0.02411527866169539,0.05529639307210392,5.172060710720027,4.593312890643144,0.21786492374727648,5.445759349793695,0.0029980513896833323,0.006567276048825005,5.775216925325507,4.626732466894753,0.21786492374727648,5.358903775714008,0.0008794529382304779,0.0025867091611314016,5.469310298637387,4.339898690254142,0.21786492374727648,5.494512316814188,0.0012067350851043335,0.0031389362794285516,0.6422136525912492,0.21786492374727645,0.7372185028641883,angry,5fb9c89d4c55eb78bd7cdfda
