error,existing_repo_hnr_mean,existing_repo_jitter,existing_repo_shimmer,praat_jitter,praat_shimmer,situation,wav_id
,7.21209962503142,0.10339226973684211,0.08487444581474647,0.014579557770596243,0.06896942276471828,angry,5f787514d338b948c4e68c98
,1.2212650575008785,0.15249386692578532,0.14893121501074372,0.021983179697151183,0.14263780026020928,angry,5e37da38c8c25f16cd1457bb
,3.2362735265922398,0.1714448040181443,0.15050854076460624,0.018635125797463393,0.13574170931575893,angry,5e340d7a5807b852d9e06327
,3.9694862077861535,0.13877353738069628,0.10340679053271125,0.03984449750354507,0.10385157367203367,angry,5f9933c89e04b149046ce2b8
,3.9248815966726127,0.1250784337944221,0.12445270935792094,0.024069045333168948,0.1058738128494957,angry,5e38437133e9ad176cc9b765
,2.8449341942699107,0.14249229025274465,0.11969242330460754,0.015060794490873846,0.09755913181064123,angry,5f62c6603bd6941613f6d652
,6.356604444203626,0.18174562655211257,0.11182882937752779,0.01958507526093296,0.10909232591738302,angry,5e3939c8ee8206179943d374
,4.747562475598209,0.12760056461467456,0.14267909290953887,0.015372255311233218,0.11514896520092857,angry,5e49d4617bef803b4851dd80
,3.789248125271885,0.10733233104041592,0.11380510318128431,0.018130096649881404,0.09596766096077346,angry,5e33aa755807b852d9e0510d
,2.262000409164927,0.12641824124023332,0.1306270768902728,0.018996965164244223,0.09822448717233122,angry,5fbb34ba44697678c497b5a1
,4.119897786485216,0.11820007419080972,0.0978483484997534,0.012922053867015152,0.0865465388958146,angry,5f886f09d338b948c4e69afe
,-4.546105264892144,0.19515069891454448,0.11220612817044152,0.014847636543100687,0.08505778733814429,angry,5fb9c89d4c55eb78bd7cdfda
,4.034604034939304,0.14592906414194767,0.11117387766651962,0.012498927948018804,0.08647365088053005,angry,5f8c2b2dd338b948c4e69f68
,1.7857295056659006,0.121164836368548,0.10985438071221325,0.01529612286245018,0.11534651000859994,angry,5e36cf777995ef170fc0ecdb
,-1.083055846195417,0.18896501496557566,0.09787688763954683,0.02000306962700068,0.1212238824025333,angry,5e350b015807b852d9e07421
,5.393143770532816,0.12107669090180996,0.10503659686968524,0.012042537122131197,0.06341207385155471,angry,5e40fb219306c7039ddcc959
,5.810850883114339,0.11755050105614023,0.10033577256960481,0.014527471108079436,0.08958505262423773,angry,5f886972f8fac448cc0a7200
,2.8200652666738133,0.22663894101066656,0.15651855288873043,0.033450798378461,0.17766456457169,angry,5e37fa06c8c25f16cd1459c5
,3.697652087684009,0.13550773521011616,0.10040331910951117,0.013203111007076123,0.06708424326360916,angry,5fb33fff0fb0f33aa31ca1b7
,5.766673076680658,0.1297987650391816,0.09226211559021635,0.0153008050886184,0.06939981298234238,angry,5e396ebf33e9ad176cc9bc11
